id_acao,empresa_id,data_ajuizamento,tipo_contratacao,causa_principal,valor_acao,houve_acordo,resultado_final,tempo_empresa_colaborador,afastamento_previo
573,31,2024-02-13,Terceirizado,FGTS,67630.11,Sim,Procedente,3.4,Sim
574,44,2025-02-14,Terceirizado,Acidente de Trabalho,22129.84,Não,Improcedente,6.3,Sim
575,35,2023-06-28,Terceirizado,Assédio Moral,27120.6,Sim,Arquivada (acordo),8.0,Não
576,32,2023-07-31,CLT,Vínculo Empregatício,34881.24,Sim,Improcedente,2.5,Não
577,19,2023-08-07,Estágio,Assédio Sexual,70758.37,Não,Procedente,12.6,Não
578,39,2023-09-19,PJ,Horas Extras,18938.83,Sim,Parcialmente procedente,4.8,Não
579,69,2026-05-24,PJ,Verbas Rescisórias,60869.53,Sim,Arquivada (acordo),14.1,Sim
580,65,2025-04-23,Terceirizado,Assédio Moral,46791.37,Sim,Procedente,10.4,Sim
581,26,2026-05-27,CLT,Assédio Sexual,43715.16,Sim,Arquivada (acordo),0.7,Não
582,54,2025-05-26,CLT,Assédio Moral,8488.79,Sim,Arquivada (acordo),0.9,Sim
583,60,2025-04-10,Estágio,Equiparação Salarial,5253.69,Sim,Improcedente,9.3,Sim
584,92,2025-07-29,CLT,Horas Extras,62200.78,Sim,Arquivada (acordo),10.2,Não
585,47,2026-04-28,Terceirizado,Assédio Moral,55235.31,Sim,Arquivada (acordo),2.9,Sim
586,99,2025-10-03,CLT,Assédio Moral,21527.78,Não,Procedente,14.3,Sim
587,93,2025-06-07,Terceirizado,Equiparação Salarial,8858.06,Sim,Improcedente,6.8,Sim
588,54,2025-07-17,Estágio,Assédio Sexual,63759.51,Sim,Procedente,10.8,Sim
589,26,2024-08-18,Terceirizado,Assédio Moral,36747.72,Sim,Parcialmente procedente,13.0,Não
590,53,2024-05-21,PJ,Assédio Sexual,41750.85,Sim,Arquivada (acordo),14.4,Sim
591,74,2025-03-11,PJ,Vínculo Empregatício,67442.64,Não,Parcialmente procedente,14.0,Não
592,61,2026-02-09,PJ,FGTS,40408.49,Não,Procedente,7.5,Não
593,58,2026-02-11,CLT,Horas Extras,39121.56,Sim,Improcedente,8.1,Não
594,72,2024-02-02,PJ,Acidente de Trabalho,9505.34,Sim,Parcialmente procedente,5.4,Sim
595,100,2026-03-03,Terceirizado,Vínculo Empregatício,77664.49,Sim,Parcialmente procedente,12.0,Não
596,20,2024-12-30,Estágio,Vínculo Empregatício,46242.86,Sim,Arquivada (acordo),13.9,Sim
597,25,2025-12-23,PJ,Acidente de Trabalho,76303.74,Sim,Procedente,8.7,Sim
598,1,2024-06-29,Estágio,Acidente de Trabalho,5203.36,Sim,Arquivada (acordo),4.4,Sim
599,11,2024-12-06,Terceirizado,Horas Extras,29230.44,Não,Arquivada (acordo),7.9,Não
600,29,2025-06-06,PJ,Horas Extras,25820.48,Sim,Improcedente,2.3,Sim
601,59,2024-09-10,Terceirizado,Equiparação Salarial,11378.81,Não,Improcedente,9.0,Não
602,84,2024-10-23,CLT,Verbas Rescisórias,57104.81,Não,Improcedente,11.9,Não
603,69,2024-10-08,CLT,Assédio Moral,39344.54,Sim,Improcedente,12.7,Sim
604,89,2026-05-10,Terceirizado,Assédio Sexual,61608.69,Não,Arquivada (acordo),7.3,Não
605,44,2024-12-14,Terceirizado,FGTS,78763.32,Sim,Arquivada (acordo),0.8,Não
606,17,2025-02-01,PJ,Assédio Moral,6225.84,Não,Improcedente,2.8,Sim
607,81,2024-04-07,Estágio,Assédio Sexual,52921.76,Sim,Improcedente,10.8,Sim
608,51,2024-08-14,Terceirizado,Equiparação Salarial,41826.93,Não,Arquivada (acordo),14.9,Sim
609,20,2025-10-30,CLT,Verbas Rescisórias,33834.75,Não,Parcialmente procedente,5.9,Sim
610,30,2024-01-10,CLT,Acidente de Trabalho,45694.15,Sim,Parcialmente procedente,13.1,Sim
611,11,2023-09-30,PJ,Horas Extras,21183.64,Não,Arquivada (acordo),7.9,Não
612,89,2025-11-28,CLT,Equiparação Salarial,52537.6,Sim,Procedente,12.3,Sim
613,62,2025-11-03,Terceirizado,Horas Extras,38933.28,Sim,Arquivada (acordo),1.3,Não
614,19,2025-08-11,CLT,Assédio Moral,13437.04,Sim,Procedente,8.3,Sim
615,92,2025-10-25,Estágio,Assédio Moral,13308.04,Sim,Improcedente,7.6,Não
616,92,2023-10-24,CLT,Assédio Sexual,75321.19,Sim,Procedente,4.7,Sim
617,22,2023-11-19,Terceirizado,Assédio Sexual,68691.16,Não,Parcialmente procedente,6.4,Não
618,57,2025-01-09,CLT,FGTS,21518.5,Não,Parcialmente procedente,5.5,Não
619,95,2023-12-14,PJ,Assédio Sexual,77875.57,Não,Procedente,14.3,Sim
620,88,2025-09-27,Estágio,Horas Extras,19605.54,Sim,Procedente,11.6,Não
621,52,2024-02-13,Estágio,Acidente de Trabalho,56501.89,Sim,Procedente,6.5,Não
622,29,2025-03-23,CLT,Horas Extras,21882.79,Sim,Improcedente,11.0,Sim
623,15,2025-02-09,Terceirizado,Vínculo Empregatício,13327.27,Sim,Procedente,12.1,Sim
624,55,2025-02-18,Estágio,FGTS,73357.86,Sim,Procedente,9.5,Sim
625,96,2025-07-12,CLT,FGTS,33839.59,Sim,Arquivada (acordo),9.9,Não
626,63,2024-05-28,CLT,FGTS,40283.85,Sim,Parcialmente procedente,6.9,Não
627,31,2025-04-02,Estágio,Assédio Moral,60860.4,Sim,Parcialmente procedente,14.8,Não
628,68,2023-09-15,CLT,Assédio Moral,74737.24,Não,Procedente,8.9,Sim
629,32,2025-10-24,PJ,FGTS,16486.19,Sim,Arquivada (acordo),9.7,Sim
630,78,2023-09-16,Estágio,FGTS,36959.78,Sim,Procedente,4.8,Não
631,42,2025-06-19,PJ,Assédio Sexual,67873.08,Não,Parcialmente procedente,11.1,Sim
632,87,2025-09-12,Terceirizado,Verbas Rescisórias,47038.24,Não,Procedente,5.3,Não
633,40,2025-02-12,Terceirizado,Acidente de Trabalho,74430.11,Sim,Procedente,4.0,Sim
634,17,2025-03-09,Terceirizado,Horas Extras,61772.93,Sim,Procedente,6.0,Não
635,35,2025-11-14,Terceirizado,Equiparação Salarial,51110.74,Sim,Procedente,9.8,Não
636,97,2025-07-23,Estágio,FGTS,57371.3,Não,Arquivada (acordo),6.5,Sim
637,39,2024-11-08,CLT,Equiparação Salarial,72814.41,Sim,Arquivada (acordo),1.5,Sim
638,9,2023-08-24,Terceirizado,Assédio Moral,57553.5,Não,Procedente,8.7,Não
639,55,2023-06-04,PJ,Vínculo Empregatício,30700.63,Sim,Parcialmente procedente,11.1,Não
640,66,2024-06-21,PJ,Verbas Rescisórias,72607.65,Não,Arquivada (acordo),13.5,Sim
641,5,2026-04-20,Estágio,Verbas Rescisórias,32286.87,Não,Improcedente,2.9,Sim
642,76,2025-04-01,Terceirizado,Horas Extras,47533.63,Sim,Procedente,5.4,Sim
643,24,2024-02-06,Estágio,Assédio Sexual,35195.15,Sim,Improcedente,4.7,Não
644,20,2024-02-06,Estágio,Equiparação Salarial,34868.47,Não,Parcialmente procedente,1.7,Sim
645,86,2025-11-17,Terceirizado,Horas Extras,70933.37,Sim,Procedente,14.4,Não
646,35,2024-02-18,Terceirizado,Assédio Moral,73015.57,Sim,Procedente,10.5,Sim
647,48,2024-11-07,CLT,Assédio Sexual,18457.28,Sim,Arquivada (acordo),5.8,Não
648,91,2024-09-20,PJ,Acidente de Trabalho,72129.31,Sim,Parcialmente procedente,14.0,Sim
649,53,2024-04-19,PJ,Assédio Moral,31055.57,Não,Arquivada (acordo),9.2,Sim
650,5,2024-11-24,Terceirizado,Verbas Rescisórias,28119.55,Sim,Parcialmente procedente,5.9,Não
651,64,2024-06-20,PJ,Assédio Sexual,47291.14,Sim,Improcedente,12.1,Não
652,87,2024-08-04,Estágio,FGTS,18892.71,Sim,Arquivada (acordo),3.0,Sim
653,51,2024-03-06,CLT,Horas Extras,17240.9,Não,Arquivada (acordo),1.3,Sim
654,6,2026-03-02,Estágio,Assédio Moral,54023.53,Sim,Procedente,11.5,Não
655,75,2023-08-03,PJ,Verbas Rescisórias,74762.95,Sim,Parcialmente procedente,2.4,Não
656,47,2025-03-23,CLT,Assédio Sexual,63272.08,Não,Parcialmente procedente,8.4,Não
657,81,2024-09-25,Terceirizado,Vínculo Empregatício,49187.45,Não,Procedente,3.7,Não
658,31,2023-11-19,Estágio,Assédio Moral,18463.81,Sim,Procedente,5.3,Não
659,88,2025-01-04,Estágio,Horas Extras,27203.12,Sim,Parcialmente procedente,0.6,Sim
660,27,2025-05-22,CLT,Assédio Moral,36144.7,Sim,Procedente,4.0,Sim
661,72,2024-07-19,Terceirizado,Verbas Rescisórias,66365.06,Sim,Parcialmente procedente,13.3,Não
662,49,2026-01-26,Terceirizado,Vínculo Empregatício,21242.02,Sim,Arquivada (acordo),4.2,Sim
663,27,2024-06-17,PJ,Vínculo Empregatício,68620.99,Sim,Procedente,9.6,Sim
664,15,2024-01-05,CLT,Vínculo Empregatício,68768.1,Sim,Parcialmente procedente,6.8,Não
665,70,2024-07-12,CLT,FGTS,63640.26,Não,Arquivada (acordo),13.9,Sim
666,18,2023-09-19,Terceirizado,Acidente de Trabalho,78267.93,Não,Procedente,13.4,Não
667,19,2025-09-19,PJ,Assédio Moral,20952.66,Sim,Improcedente,10.4,Sim
668,39,2023-06-06,Estágio,Assédio Moral,52817.89,Sim,Arquivada (acordo),12.4,Sim
669,65,2024-06-19,CLT,Vínculo Empregatício,35444.8,Sim,Procedente,8.0,Não
670,77,2024-10-16,Terceirizado,FGTS,27062.25,Sim,Parcialmente procedente,9.7,Sim
671,56,2024-12-18,Terceirizado,Horas Extras,19432.96,Não,Parcialmente procedente,5.6,Não
672,43,2025-09-07,PJ,Horas Extras,14764.05,Sim,Arquivada (acordo),10.3,Sim
673,85,2023-06-12,Estágio,Assédio Moral,61335.7,Não,Improcedente,6.0,Não
674,11,2023-06-27,CLT,Horas Extras,71234.66,Não,Procedente,7.7,Sim
675,61,2024-06-18,CLT,Acidente de Trabalho,10798.17,Não,Improcedente,3.5,Sim
676,81,2025-11-16,Estágio,Vínculo Empregatício,11600.82,Não,Procedente,3.1,Não
677,38,2023-08-31,PJ,Verbas Rescisórias,17823.85,Sim,Arquivada (acordo),3.2,Sim
678,85,2024-05-18,Estágio,FGTS,6380.16,Não,Procedente,4.4,Sim
679,98,2024-06-19,PJ,Verbas Rescisórias,57175.84,Não,Improcedente,4.9,Sim
680,67,2024-07-23,CLT,Equiparação Salarial,54094.13,Sim,Procedente,13.3,Não
681,44,2025-01-19,PJ,Acidente de Trabalho,26345.39,Não,Arquivada (acordo),0.9,Sim
682,68,2024-03-07,Estágio,Assédio Moral,66900.56,Sim,Arquivada (acordo),1.9,Não
683,22,2024-02-12,Terceirizado,Assédio Moral,46638.55,Sim,Improcedente,9.8,Sim
684,53,2023-09-28,Estágio,Assédio Moral,62445.38,Sim,Arquivada (acordo),10.4,Não
685,47,2025-09-02,Terceirizado,Assédio Moral,70446.64,Sim,Parcialmente procedente,8.9,Sim
686,48,2024-11-16,PJ,Verbas Rescisórias,79896.64,Não,Procedente,8.3,Sim
687,76,2026-03-05,PJ,Assédio Sexual,75276.81,Sim,Arquivada (acordo),2.8,Sim
688,14,2025-11-24,Estágio,Horas Extras,6341.61,Não,Arquivada (acordo),4.1,Sim
689,73,2024-10-27,CLT,Acidente de Trabalho,9131.06,Não,Arquivada (acordo),1.0,Sim
690,63,2024-02-28,Estágio,Equiparação Salarial,45720.89,Sim,Parcialmente procedente,0.6,Sim
691,75,2025-05-12,CLT,Horas Extras,17983.93,Sim,Improcedente,14.1,Não
692,80,2025-09-10,CLT,Horas Extras,66315.35,Sim,Procedente,3.4,Sim
693,73,2024-08-15,Estágio,Verbas Rescisórias,17968.99,Sim,Improcedente,13.9,Não
694,75,2025-03-30,CLT,Horas Extras,78517.08,Sim,Parcialmente procedente,3.2,Não
695,9,2025-09-16,Terceirizado,Equiparação Salarial,46537.39,Sim,Improcedente,10.3,Sim
696,96,2024-03-12,Estágio,Verbas Rescisórias,71380.45,Não,Improcedente,8.8,Não
697,93,2024-12-31,PJ,Verbas Rescisórias,33560.83,Sim,Improcedente,11.2,Sim
698,80,2024-05-24,CLT,Equiparação Salarial,7884.12,Não,Procedente,5.5,Sim
699,42,2023-09-14,CLT,Assédio Moral,51142.71,Sim,Arquivada (acordo),1.6,Não
700,38,2024-06-10,CLT,Horas Extras,56095.87,Sim,Parcialmente procedente,11.5,Sim
701,82,2024-06-26,Terceirizado,Verbas Rescisórias,50982.41,Sim,Parcialmente procedente,12.3,Não
702,62,2026-05-24,Terceirizado,Acidente de Trabalho,33684.9,Não,Improcedente,12.5,Sim
703,46,2023-07-26,CLT,Horas Extras,54510.59,Não,Procedente,14.9,Sim
704,71,2024-02-14,PJ,FGTS,47998.22,Sim,Arquivada (acordo),3.9,Não
705,19,2024-11-02,PJ,Assédio Moral,13278.76,Não,Arquivada (acordo),1.5,Não
706,95,2026-01-02,Estágio,Horas Extras,61533.89,Sim,Parcialmente procedente,5.6,Sim
707,72,2024-07-15,Terceirizado,Equiparação Salarial,48637.48,Sim,Parcialmente procedente,6.0,Não
708,70,2023-07-13,CLT,Acidente de Trabalho,29126.73,Sim,Parcialmente procedente,7.3,Sim
709,14,2025-09-11,PJ,Horas Extras,49965.04,Não,Arquivada (acordo),6.2,Não
710,44,2023-12-10,Estágio,Assédio Sexual,16910.8,Sim,Procedente,10.3,Não
711,76,2025-12-22,Terceirizado,Assédio Moral,35484.07,Sim,Procedente,3.9,Sim
712,100,2024-06-30,Terceirizado,Acidente de Trabalho,11299.75,Sim,Procedente,7.3,Não
713,81,2023-07-07,Terceirizado,Verbas Rescisórias,34168.58,Não,Arquivada (acordo),6.1,Sim
714,17,2025-02-15,CLT,Assédio Moral,39181.17,Sim,Improcedente,4.4,Não
715,36,2025-02-22,PJ,Verbas Rescisórias,28599.41,Sim,Parcialmente procedente,3.1,Não
716,80,2025-03-02,PJ,Horas Extras,26198.29,Sim,Improcedente,9.5,Não
717,24,2025-09-28,PJ,Horas Extras,24347.5,Sim,Parcialmente procedente,2.8,Não
718,75,2026-03-26,PJ,Horas Extras,22469.67,Sim,Procedente,13.9,Sim
719,91,2024-05-27,CLT,Acidente de Trabalho,22471.22,Não,Procedente,9.8,Não
720,20,2025-05-26,PJ,Verbas Rescisórias,10900.27,Sim,Procedente,6.9,Não
721,62,2024-01-25,Terceirizado,Acidente de Trabalho,18062.17,Sim,Procedente,6.0,Não
722,91,2024-04-13,Terceirizado,Horas Extras,60501.51,Sim,Parcialmente procedente,1.1,Sim
723,57,2025-08-13,PJ,Assédio Moral,79296.38,Sim,Procedente,5.1,Sim
724,57,2025-06-24,Terceirizado,Assédio Moral,41026.64,Sim,Arquivada (acordo),1.0,Não
725,40,2024-09-09,CLT,Vínculo Empregatício,47592.68,Sim,Arquivada (acordo),12.7,Não
726,53,2023-07-25,CLT,Verbas Rescisórias,33208.68,Sim,Parcialmente procedente,4.4,Não
727,92,2024-08-18,PJ,Equiparação Salarial,49628.04,Sim,Improcedente,7.3,Não
728,48,2024-10-04,CLT,Assédio Moral,37258.45,Não,Improcedente,4.6,Não
729,30,2025-03-12,Estágio,Assédio Moral,13660.55,Sim,Arquivada (acordo),13.4,Não
730,78,2024-06-13,Estágio,Verbas Rescisórias,37042.13,Sim,Improcedente,12.3,Não
731,55,2024-12-19,CLT,Acidente de Trabalho,45390.54,Sim,Procedente,1.7,Não
732,62,2024-06-03,CLT,Assédio Moral,76614.47,Sim,Arquivada (acordo),5.7,Não
733,7,2025-10-27,Terceirizado,Vínculo Empregatício,29175.11,Sim,Arquivada (acordo),4.1,Não
734,65,2025-05-04,CLT,FGTS,6170.71,Não,Parcialmente procedente,8.1,Não
735,93,2024-11-13,CLT,FGTS,11038.26,Não,Parcialmente procedente,1.3,Não
736,87,2025-04-18,Estágio,Equiparação Salarial,77780.64,Sim,Parcialmente procedente,12.3,Sim
737,24,2023-06-22,Terceirizado,Horas Extras,73788.25,Não,Procedente,8.0,Sim
738,58,2023-07-31,CLT,Assédio Moral,60540.23,Sim,Improcedente,2.8,Não
739,74,2025-03-04,PJ,Assédio Moral,29516.93,Não,Arquivada (acordo),11.9,Sim
740,82,2026-03-14,PJ,Assédio Sexual,6814.49,Sim,Improcedente,9.0,Não
741,5,2026-04-11,CLT,Assédio Moral,43384.94,Sim,Arquivada (acordo),8.8,Sim
742,59,2023-07-17,PJ,Assédio Sexual,57645.43,Sim,Improcedente,6.9,Não
743,76,2024-08-23,Terceirizado,Assédio Moral,59421.67,Não,Parcialmente procedente,8.0,Sim
744,10,2025-09-24,Terceirizado,Vínculo Empregatício,76387.98,Sim,Arquivada (acordo),13.8,Sim
745,59,2026-02-03,Terceirizado,Equiparação Salarial,58942.14,Sim,Arquivada (acordo),4.8,Não
746,98,2024-12-19,CLT,Assédio Moral,48999.19,Sim,Improcedente,9.2,Sim
747,66,2026-03-20,PJ,Horas Extras,58746.29,Sim,Arquivada (acordo),9.2,Sim
748,87,2024-11-22,CLT,Assédio Moral,73494.31,Não,Improcedente,13.9,Não
749,9,2023-06-19,PJ,Horas Extras,29180.11,Não,Improcedente,10.1,Não
750,16,2025-09-05,Estágio,Assédio Moral,31015.73,Sim,Improcedente,8.1,Não
751,35,2026-04-27,Estágio,Verbas Rescisórias,75406.96,Sim,Parcialmente procedente,9.9,Sim
752,65,2024-10-18,PJ,Assédio Sexual,61612.15,Sim,Improcedente,14.4,Não
753,9,2025-05-17,PJ,Vínculo Empregatício,59404.4,Sim,Arquivada (acordo),11.6,Não
754,80,2026-01-29,PJ,Horas Extras,26128.49,Sim,Procedente,4.4,Sim
755,28,2023-08-29,CLT,Acidente de Trabalho,23071.2,Não,Procedente,2.8,Sim
756,85,2026-03-21,CLT,Assédio Moral,14255.57,Sim,Parcialmente procedente,9.5,Sim
757,17,2024-11-06,Terceirizado,Equiparação Salarial,13231.81,Sim,Improcedente,14.6,Não
758,35,2023-06-03,Terceirizado,Vínculo Empregatício,32848.42,Não,Arquivada (acordo),4.8,Não
759,19,2023-08-01,PJ,Acidente de Trabalho,8014.38,Sim,Parcialmente procedente,9.7,Não
760,56,2024-03-26,Estágio,Horas Extras,50102.5,Não,Procedente,4.5,Sim
761,12,2024-06-18,PJ,Vínculo Empregatício,30004.13,Não,Improcedente,11.3,Sim
762,51,2025-09-21,CLT,Horas Extras,66947.9,Sim,Procedente,8.9,Sim
763,58,2025-08-30,PJ,Verbas Rescisórias,42649.54,Sim,Parcialmente procedente,2.8,Não
764,62,2024-04-14,PJ,Verbas Rescisórias,12623.56,Sim,Procedente,1.2,Não
765,57,2025-06-20,CLT,Assédio Sexual,17956.48,Não,Arquivada (acordo),8.3,Não
766,65,2023-08-11,PJ,Verbas Rescisórias,64878.05,Sim,Improcedente,7.2,Sim
767,26,2025-09-25,Estágio,Assédio Moral,46898.96,Sim,Improcedente,3.4,Sim
768,97,2024-04-15,Estágio,Vínculo Empregatício,5795.94,Sim,Improcedente,1.8,Não
769,20,2024-03-13,Estágio,Verbas Rescisórias,61073.77,Sim,Procedente,12.6,Sim
770,10,2024-11-08,CLT,Horas Extras,21628.57,Não,Arquivada (acordo),3.9,Não
771,54,2024-12-23,PJ,Assédio Moral,77254.57,Sim,Procedente,5.1,Sim
772,60,2026-02-22,Terceirizado,Assédio Sexual,63918.81,Sim,Arquivada (acordo),12.9,Não
773,78,2024-11-26,PJ,Horas Extras,9043.68,Não,Parcialmente procedente,8.3,Não
774,72,2023-06-19,PJ,Assédio Moral,65223.98,Não,Parcialmente procedente,1.0,Não
775,100,2024-09-20,CLT,Vínculo Empregatício,25367.15,Sim,Parcialmente procedente,6.9,Não
776,45,2024-07-24,Estágio,FGTS,67180.22,Sim,Improcedente,1.6,Não
777,72,2025-06-27,PJ,Acidente de Trabalho,58127.36,Sim,Procedente,13.6,Não
778,73,2024-07-14,CLT,Assédio Moral,55962.92,Não,Arquivada (acordo),5.0,Não
779,80,2024-05-28,CLT,Assédio Moral,43269.4,Sim,Procedente,7.2,Sim
780,29,2024-01-10,Estágio,Assédio Moral,60654.01,Sim,Parcialmente procedente,0.6,Sim
781,78,2025-09-12,CLT,Assédio Sexual,6248.87,Não,Parcialmente procedente,12.9,Não
782,54,2025-09-22,Terceirizado,Verbas Rescisórias,48558.34,Sim,Arquivada (acordo),4.6,Sim
783,92,2024-06-15,PJ,Assédio Moral,9842.43,Sim,Arquivada (acordo),2.9,Sim
784,67,2026-01-06,Terceirizado,Assédio Moral,56549.13,Não,Improcedente,7.5,Não
785,40,2024-06-04,Estágio,FGTS,46064.08,Sim,Arquivada (acordo),12.1,Sim
786,68,2023-08-05,Estágio,Equiparação Salarial,79174.57,Não,Arquivada (acordo),12.2,Sim
787,59,2025-11-08,CLT,Horas Extras,58393.24,Sim,Arquivada (acordo),11.5,Não
788,63,2024-08-28,CLT,Assédio Moral,27959.01,Sim,Improcedente,13.2,Não
789,91,2025-08-11,Estágio,FGTS,46285.55,Não,Arquivada (acordo),1.8,Não
790,1,2023-07-16,Estágio,Vínculo Empregatício,52416.61,Sim,Parcialmente procedente,10.5,Sim
791,47,2024-03-24,CLT,Assédio Sexual,41223.98,Sim,Parcialmente procedente,6.7,Sim
792,90,2025-07-04,CLT,FGTS,67657.24,Não,Parcialmente procedente,8.6,Não
793,47,2025-09-12,Estágio,Acidente de Trabalho,71956.25,Sim,Arquivada (acordo),3.1,Não
794,34,2023-05-29,CLT,Assédio Moral,8426.13,Sim,Improcedente,13.5,Não
795,62,2025-02-10,CLT,Assédio Sexual,70786.36,Sim,Improcedente,12.2,Sim
796,67,2024-01-10,PJ,Verbas Rescisórias,58535.81,Sim,Improcedente,5.1,Não
797,61,2025-08-22,Terceirizado,Assédio Moral,59944.16,Não,Arquivada (acordo),2.9,Sim
798,64,2025-09-03,Estágio,Assédio Moral,78821.83,Sim,Arquivada (acordo),6.9,Sim
799,52,2025-12-02,PJ,Vínculo Empregatício,36359.94,Sim,Procedente,3.3,Sim
800,21,2023-09-19,CLT,Horas Extras,39767.8,Não,Improcedente,11.5,Não
801,15,2025-04-15,Estágio,Vínculo Empregatício,53653.87,Sim,Procedente,3.5,Não
802,85,2025-02-13,PJ,Assédio Moral,7108.58,Não,Improcedente,8.5,Não
803,80,2026-05-19,Estágio,Equiparação Salarial,58246.84,Não,Improcedente,14.0,Sim
804,60,2025-01-24,Terceirizado,Verbas Rescisórias,59363.26,Sim,Parcialmente procedente,0.6,Sim
805,1,2025-10-15,Estágio,Assédio Moral,27533.14,Não,Procedente,14.1,Não
806,44,2024-06-14,CLT,FGTS,54843.41,Não,Improcedente,6.5,Sim
807,24,2024-09-18,Estágio,Assédio Moral,47735.98,Sim,Arquivada (acordo),6.2,Sim
808,16,2025-05-11,Estágio,Assédio Sexual,50368.58,Sim,Parcialmente procedente,11.3,Não
809,16,2024-03-19,PJ,Assédio Moral,37484.89,Não,Improcedente,3.5,Sim
810,100,2024-05-28,CLT,Verbas Rescisórias,33715.26,Sim,Improcedente,14.6,Não
811,79,2025-03-30,Terceirizado,Assédio Moral,19136.09,Sim,Arquivada (acordo),8.8,Sim
812,46,2024-04-28,CLT,Acidente de Trabalho,49578.24,Não,Parcialmente procedente,9.7,Sim
813,98,2025-09-13,PJ,Assédio Moral,68451.68,Sim,Procedente,4.4,Sim
814,77,2024-09-06,CLT,Horas Extras,68224.21,Sim,Parcialmente procedente,0.8,Sim
815,38,2025-10-13,CLT,Acidente de Trabalho,76945.88,Sim,Arquivada (acordo),7.8,Não
816,84,2025-08-27,PJ,Verbas Rescisórias,14086.19,Sim,Arquivada (acordo),13.5,Não
817,97,2024-10-20,Terceirizado,Equiparação Salarial,46587.66,Sim,Parcialmente procedente,8.0,Sim
818,60,2025-01-05,Terceirizado,Assédio Moral,77423.06,Sim,Arquivada (acordo),9.9,Não
819,9,2023-09-16,PJ,Equiparação Salarial,39245.92,Sim,Improcedente,11.6,Sim
820,24,2024-06-06,Terceirizado,Verbas Rescisórias,14166.39,Não,Procedente,13.9,Sim
821,26,2025-07-25,Estágio,Equiparação Salarial,49100.09,Não,Parcialmente procedente,7.4,Sim
822,7,2025-10-24,Terceirizado,Vínculo Empregatício,78215.21,Não,Arquivada (acordo),12.0,Não
823,16,2025-01-21,CLT,Acidente de Trabalho,50277.11,Sim,Improcedente,1.3,Sim
824,52,2026-03-27,PJ,Verbas Rescisórias,13696.88,Não,Arquivada (acordo),1.9,Não
825,92,2024-08-28,Terceirizado,Assédio Sexual,74506.17,Não,Improcedente,11.6,Não
826,19,2026-03-01,PJ,Verbas Rescisórias,79009.73,Não,Parcialmente procedente,5.3,Não
827,10,2024-08-31,CLT,Assédio Moral,59789.39,Sim,Improcedente,3.6,Não
828,97,2025-07-09,PJ,Horas Extras,39680.4,Sim,Improcedente,14.7,Sim
829,67,2024-01-20,Terceirizado,Acidente de Trabalho,40352.03,Sim,Procedente,6.3,Sim
830,48,2024-07-18,Terceirizado,Assédio Moral,19280.76,Sim,Arquivada (acordo),7.7,Não
831,63,2026-05-19,Estágio,Horas Extras,22730.28,Sim,Improcedente,11.4,Não
832,49,2024-09-28,Estágio,Horas Extras,24260.91,Não,Improcedente,1.6,Sim
833,51,2024-03-02,CLT,Horas Extras,18141.71,Sim,Arquivada (acordo),11.9,Não
834,15,2023-08-26,PJ,Equiparação Salarial,12944.72,Sim,Improcedente,13.4,Não
835,65,2024-12-08,Estágio,Equiparação Salarial,51422.94,Sim,Procedente,5.7,Não
836,5,2023-12-27,Estágio,FGTS,8770.63,Sim,Improcedente,13.0,Não
837,52,2025-10-31,Terceirizado,Assédio Sexual,49551.47,Sim,Parcialmente procedente,8.6,Não
838,100,2025-01-19,Estágio,Assédio Moral,34222.46,Sim,Arquivada (acordo),3.8,Sim
839,12,2026-03-11,CLT,FGTS,68535.5,Sim,Parcialmente procedente,9.9,Não
840,57,2024-07-31,Terceirizado,Acidente de Trabalho,18878.25,Sim,Improcedente,6.1,Sim
841,98,2024-05-04,CLT,Equiparação Salarial,12940.37,Não,Arquivada (acordo),11.9,Não
842,9,2025-06-28,PJ,Vínculo Empregatício,61522.36,Sim,Arquivada (acordo),4.7,Sim
843,99,2023-10-22,Estágio,Assédio Moral,57108.08,Sim,Improcedente,5.3,Sim
844,24,2023-08-17,Estágio,Assédio Moral,19183.48,Sim,Procedente,11.3,Não
845,10,2026-03-27,CLT,Assédio Moral,40208.86,Sim,Improcedente,8.0,Não
846,80,2024-04-05,CLT,Assédio Moral,6776.49,Não,Improcedente,8.4,Não
847,57,2023-07-22,Estágio,Assédio Sexual,22234.31,Sim,Parcialmente procedente,4.0,Não
848,43,2024-03-05,PJ,Horas Extras,70083.97,Sim,Parcialmente procedente,12.1,Não
849,91,2024-06-07,Terceirizado,Acidente de Trabalho,53792.31,Sim,Arquivada (acordo),4.8,Sim
850,5,2025-11-01,CLT,Assédio Sexual,15431.7,Sim,Arquivada (acordo),1.9,Não
851,81,2026-05-15,CLT,Vínculo Empregatício,22510.3,Sim,Procedente,11.8,Não
852,70,2026-05-15,CLT,FGTS,79195.67,Não,Arquivada (acordo),4.0,Sim
853,84,2024-03-28,Estágio,Acidente de Trabalho,60726.81,Sim,Procedente,13.2,Sim
854,41,2024-01-24,Terceirizado,Assédio Sexual,16447.38,Não,Arquivada (acordo),1.8,Sim
855,79,2025-01-04,CLT,Equiparação Salarial,11002.01,Sim,Parcialmente procedente,7.0,Sim
856,42,2025-10-11,PJ,Vínculo Empregatício,42875.06,Sim,Improcedente,3.2,Sim
857,95,2025-03-14,Terceirizado,Verbas Rescisórias,72068.23,Não,Parcialmente procedente,9.8,Não
